,title,release_date,snippet,teaser_text,teaser_title,href
92,"Nur mal kurz die Impfung schieben, halbieren, mischen?",2021-01-11T06:42:56Z," unerwarteter Vorschlag, wie man die vorhandenen Impfdosen strecken könnte: Medienberichten zufolge prüft die US-amerikanische Gesundheitsbehörde gemeinsam mit dem Impfstoffhersteller <em>Moderna</em>, ob man die","Die Briten wollen die zweite Impfdosis verzögern, um schneller voranzukommen. Hierzulande soll das nicht kommen. Nur: Wie sinnvoll ist das? Die Impfstrategien im Check","Nur mal kurz die Impfung schieben, halbieren, mischen?",http://www.zeit.de/wissen/gesundheit/2021-01/impfstrategie-coronavirus-grossbritannien-dosierung-verzoegern-deutschland
93,Sie machen einfach mal,2021-01-23T07:28:19Z," bezahlt als die EU-Kommission. Bereits im Sommer schloss Ministerpräsident Benjamin Netanjahu zudem einen Vertrag mit <em>Moderna</em> ab, während die EU die Bestellungen verteilte und dabei auch auf Hersteller wie","Hier sind sogar schon die Studenten dran: Israel kann auch deshalb so schnell impfen, weil es weniger perfektionistisch ist als Deutschland.",Sie machen einfach mal,http://www.zeit.de/politik/ausland/2021-01/israel-coronavirus-impfung-infektionszahl-pandemie
94,Wie lange ruckelt das noch?,2021-01-22T14:42:30Z," Hersteller und Lieferkette müssen die Stoffe bei unterschiedlichen Temperaturen konstant gekühlt werden. Zusätzliche Prüfungen, etwa in Klimakammertests, hätten ""alles abverlangt"". Der <em>Moderna</em>-Impfstoff muss","BioNTech/Pfizer liefert weniger Impfstoff als vereinbart. Der Mangel sorgt für weitere Verzögerungen, Italien will klagen. Hat die Pharmaindustrie zu viel versprochen?",Wie lange ruckelt das noch?,http://www.zeit.de/politik/deutschland/2021-01/corona-impfung-engpass-biontech-pfizer-impfstoffmangel-pharmaindustrie
95,EU-Staaten wollen nicht notwendige Reisen einschränken,2021-01-21T23:38:15Z, außerhalb der bereits genehmigten Vakzine der Pharmakonzerne BioNTech-Pfizer und <em>Moderna</em>.,"Wer nicht reisen muss, soll zu Hause bleiben. So wollen die Länder der EU die neuen Virusmutationen in Schach halten. Die Grenzen sollen aber weiter offen bleiben.",EU-Staaten wollen nicht notwendige Reisen einschränken,http://www.zeit.de/politik/ausland/2021-01/eu-gipfel-bruessel-reisen-coronavirus
96,"""Die Corona-Impfung verändert Ihr Erbgut nicht""",2021-01-21T12:56:00Z,".
ZEIT ONLINE: Welchen Impfstoff haben Sie bekommen?
Sander: Ich habe die erste Dosis des Impfstoffs von BioNTech und Pfizer bekommen. Zwischen dem und dem von <em>Moderna</em> sehe ich aber – einmal abgesehen von","Niemand muss fürchten, dass Impfstoffe ihm schaden, sagt der Infektiologe Leif Erik Sander. Er spricht über berechtigte Sorgen, Mutanten und unsere Zukunft mit dem Virus.","""Die Corona-Impfung verändert Ihr Erbgut nicht""",http://www.zeit.de/wissen/gesundheit/2021-01/leif-erik-sander-coronavirus-impfung-infektiologe-mutationen-mrna-herdenimmunitaet
97,Mit dem Concierge durch die Pandemie,2021-01-20T15:54:46Z," drängt darauf, dass er möglichst schnell die Corona-Impfung von <em>Moderna</em> verabreichen darf. Er hat einen Antrag bei den Behörden gestellt und wartet wie seine Patienten ungeduldig auf die Antwort.
Malkin","In den USA erkaufen Reiche sich Ärzte, Tests und sogar frühe Impfungen. Einige Impflinge sollen mit Privatjets eingeflogen sein, um sich die Spritze abzuholen.",Mit dem Concierge durch die Pandemie,http://www.zeit.de/2021/04/soziale-ungleichheit-corona-pandemie-usa-impfung-concierge-aerzte
98,Nach den Regeln der Natur,2021-01-20T15:53:26Z," in Teilen Brasiliens aussehen.
Auch wenn keine politische Maßnahme das Eintreten dieses Szenarios vermeiden kann, bleibt immerhin die Aussicht, dass die mRNA-Vakzinen von BioNTech, <em>Moderna</em> und später im Jahr","Viren verändern sich unablässig. Sie können nicht anders. Die Evolution zeigt: Es war zu erwarten, dass Corona-Mutationen Politik und Wissenschaft vor sich hertreiben.",Sars-CoV-2 folgt nur den Regeln der Natur,http://www.zeit.de/2021/04/viren-corona-mutation-sars-cov-2-b117-immunitaet
99,Wo die Impfungen stocken,2021-01-18T17:14:25Z," Überbietungswettbewerb. Der <em>Moderna</em>-Impfstoff, von dem das Land bislang 1.200 Dosen erhielt, soll erst ab Februar zu den Menschen gelangen. Anders ließe sich dies nicht organisieren, hieß es von der KV.  
In Bayern wird",Wie kommen die Bundesländer mit den Corona-Impfungen voran und woran hakt es? Die Organisation und der Fortschritt in einigen Ländern zeigen große Unterschiede.,Wo die Impfungen stocken,http://www.zeit.de/gesellschaft/2021-01/corona-impfungen-bundeslaender-impfstrategien-impfstoff-logistik-faq
100,Bald könnte auch nachts geimpft werden,2021-01-18T10:56:57Z," Schnellverfahren: nach BioNTech/Pfizer und Oxford/AstraZeneca nun auch <em>Moderna</em>.
Nach Angaben des Nachrichtenmagazins Politico versuchte die britische Regierung im Gegensatz zur EU auch nicht, in langwierigen",Bis Mitte Februar sollen in Großbritannien alle Menschen über 70 geimpft sein. Die Regierung lässt im Eiltempo immunisieren. Impfstoff ist reichlich vorhanden.,Bald könnte auch nachts geimpft werden,http://www.zeit.de/politik/ausland/2021-01/corona-impfkampagne-impfung-grossbritannien-boris-johnson-rekordtempo
101,Warum die neuen Virusvarianten Experten Sorgen bereiten,2021-01-18T06:52:52Z," zu lassen.
Nach allem, was bislang bekannt ist, wirken die Impfstoffe auch gegen die Virusvariante B.1.1.7. Zwar zielen die mRNA-Impfungen von Pfizer/BioNTech und <em>Moderna</em> genau auf das Stachelprotein",Einige Corona-Mutationen verbreiten sich derzeit rasant. Wie ansteckend sind sie? Warum entstehen sie gerade jetzt – und bleiben die Impfstoffe wirksam? Ein Überblick,Warum die neuen Virusvarianten Experten Sorgen bereiten,http://www.zeit.de/wissen/gesundheit/2021-01/corona-mutation-varianten-impfung-gefahr-infektion-faq
102,Jens Spahn erwartet fünf Millionen Impfdosen für Februar,2021-01-30T16:32:30Z,"Bundesgesundheitsminister Jens Spahn (CDU) rechnet im Februar mit weiteren fünf Millionen Impfdosen der drei Hersteller AstraZeneca, BioNTech und <em>Moderna</em>. Bis zum 22. Februar hätten die Firmen","Der Bundesgesundheitsminister kündigt Veränderungen der Impfreihenfolge an. Kinderärzte fordern, dass chronisch kranke Kinder und Jugendliche auch geimpft werden.",Jens Spahn erwartet fünf Millionen Impfdosen für Februar,http://www.zeit.de/politik/deutschland/2021-01/corona-impfungen-jens-spahn-impfstoff-impfdosen-lieferung
103,Das bringt der neue Impfstoff von AstraZeneca,2021-01-29T17:53:33Z," Impfstoffe von BioNTech/Pfizer und <em>Moderna</em> erst mal bis ins hohe Alter verimpft werden.
Die gute Nachricht dabei: Mit dem neuen Impfstoff stehen so oder so nun drei Mittel zur Verfügung, um Menschen vor","Die EU bekommt den dritten Corona-Impfstoff. Unklar bleibt, wie stark er Ältere schützt. Deutschland will Menschen ab 65 Jahren deshalb noch nicht damit impfen. Warum?",Das bringt der neue Impfstoff von AstraZeneca,http://www.zeit.de/wissen/gesundheit/2021-01/corona-krise-impfstoff-astrazeneca-impfstrategie-ema-zulassung-eu
104,Johnson & Johnson gibt Impfstoffwirksamkeit mit 66 Prozent an,2021-01-29T15:56:35Z," BioNTech und <em>Moderna</em>. Der US-Konzern teilte mit, dass der Impfstoff in Studien eine 66-prozentige Wirksamkeit bei der Verhinderung einer moderaten bis schweren Erkrankung gezeigt habe. Vor den ernstesten",Die Wirksamkeit des Impfstoffs liegt deutlich niedriger als bei anderen Unternehmen. Allerdings soll er besonders gut vor schweren Verläufen schützen.,Johnson & Johnson gibt Impfstoffwirksamkeit mit 66 Prozent an,http://www.zeit.de/wissen/gesundheit/2021-01/corona-impfstoff-johnson-johnson-wirksamkeit-coronavirus
105,Impfstoff von AstraZeneca in der EU zugelassen,2021-01-29T15:16:06Z," Impfstoffs für Menschen ab 18 Jahren empfohlen. Wie auch bei den Empfehlungen der Impfstoffe von BioNTech/Pfizer und <em>Moderna</em> galt die Zustimmung der Kommission als Formsache.
Damit sind nun drei Impfstoffe",Nach den Impfstoffen von BioNTech und Moderna ist nun auch der von AstraZeneca in der EU zugelassen – ohne Altersgrenze. Die Kommission mahnt die komplette Lieferung an.,Impfstoff von AstraZeneca in der EU zugelassen,http://www.zeit.de/wissen/2021-01/ema-laesst-astrazeneca-impfstoff-in-der-eu-zu
106,"""Es liegen noch einige harte Wochen der Impfstoff-Knappheit vor uns""",2021-01-29T09:56:02Z,"/Pfizer und <em>Moderna</em> derweil als ""mild oder moderat"". Zu den nach einer Impfung Verstorbenen sagte er, sie seien zwischen 65 und 100 Jahre alt und vorerkrankt gewesen. An diesen Vorerkrankungen seien die","Bundesgesundheitsminister Jens Spahn appelliert beim Thema Impfen an die Geduld der Bevölkerung. Positiv sei, dass die Fallzahlen zurückgingen.","""Es liegen noch einige harte Wochen der Impfstoff-Knappheit vor uns""",http://www.zeit.de/politik/deutschland/2021-01/coronavirus-jens-spahn-neuinfektionen-leichter-rueckgang-lockdown-gesundheitsminister-bundespressekonferenz
107,Impfstoff mit Altersbeschränkung?,2021-01-29T04:58:42Z,Nach den Corona-Impfstoffen von BioNTech/Pfizer und <em>Moderna</em> steht nun auch das Vakzin des Pharmakonzerns AstraZeneca kurz vor der Zulassung in der EU. Bereits vor der finalen Einschätzung durch die,"Noch gar nicht zugelassen, aber schon Lieferstress mit der EU – der Impfstoff von AstraZeneca. Was taugt er? Außerdem im Podcast: Verschwörungschats auf Telegram",Impfstoff mit Altersbeschränkung?,http://www.zeit.de/politik/2021-01/astra-zeneca-corona-impfung-unter-65-jaehrige-nachrichtenpodcast
108,Besser als gar kein Impfstoff,2021-01-29T04:27:31Z," Fehlinformationen über die mRNA-Impfstoffe von Pfizer/BioNTech und <em>Moderna</em>, zum Beispiel, dass ihre Verimpfung tödlich sein könne. Einen absurden Dreh bekommt das noch, bedenkt man, dass BioNTech auch einen","Masken, Ärzte, Impfstoffe: Chinas erfolgreiche Gesundheitsdiplomatie in Schwellen- und Entwicklungsländern bringt geopolitischen Einfluss. Doch es drohen Rückschläge.",Besser als gar kein Impfstoff,http://www.zeit.de/politik/ausland/2021-01/impfstoff-diplomatie-china-entwicklungslaender-coronavirus-geopolitischer-einfluss
109,AstraZeneca-Impfstoff zunächst wohl nur für unter 65-Jährige,2021-01-28T16:49:44Z," Impfstoffe zugelassen, das Vakzin der Mainzer Firma BioNTech und ihres US-Partners Pfizer sowie jenes des US-Konzerns <em>Moderna</em>. Diese Impfstoffe werden bereits an Menschen über 65 Jahren verimpft.
Die Präparate","Die EU könnte das Vakzin in Kürze genehmigen, doch laut Ständiger Impfkommission lässt sich die Wirksamkeit bei Älteren derzeit nicht bewerten. AstraZeneca widerspricht.",AstraZeneca-Impfstoff zunächst wohl nur für unter 65-Jährige,http://www.zeit.de/wissen/2021-01/staendige-impfkommission-astra-zeneca-impstoff-empfehlung-unter-65-jaehrige
110,"""Die ärmsten Länder müssen am längsten auf einen Impfstoff warten""",2021-01-28T16:03:05Z," voran?
Stöbe: Schlecht, die ärmsten Länder müssen am längsten auf einen Impfstoff warten. Mich macht das wütend. Die zwei Hersteller BioNTech/Pfizer und <em>Moderna</em> haben ihre Impfstoffe exklusiv","Der Arzt Tankred Stöbe behandelte Covid-Patienten in Berlin, im Jemen und in Südostasien. Ein Gespräch über Triage und Staaten, die sich mit Seuchen auskennen","""Die ärmsten Länder müssen am längsten auf einen Impfstoff warten""",http://www.zeit.de/arbeit/2021-01/aerzte-ohne-grenzen-corona-krise-pandemie-asien-afrika-armut
111,Jeder Impfstoff ist besser als keine Impfung,2021-01-28T15:52:38Z," beiden mRNA-Impfstoffe von BioNTech/Pfizer und <em>Moderna</em> haben in der EU inzwischen eine saubere Zulassung. Sie sind ausgesprochen sicher und verträglich, wie nicht nur die Zulassungsdaten bei der Ema","Offenbar ist unklar, inwieweit der Impfstoff von AstraZeneca bei Älteren wirkt. Das macht den Impfplan komplizierter. Hilfreich wäre die Zulassung aber dennoch.",Jeder Impfstoff ist besser als keine Impfung,http://www.zeit.de/wissen/gesundheit/2021-01/corona-impfung-astra-zeneca-wirksamkeit-alte-menschen-biontech-moderna
112,Entkommt das Virus jetzt der Impfung?,2021-01-28T12:21:44Z," auch gegen die anderen Mutationen? Danach sieht es momentan tatsächlich aus: Untersucht haben das die Hersteller der Impfstoffe, also BioNTech, Pfizer und <em>Moderna</em> selbst. Sie brachten im Labor die","Neue Virusmutanten von Sars-CoV-2 könnten den Impferfolg gefährden. Hersteller planen bereits, ihre Stoffe anzupassen. Schutzlos sind wir dennoch nicht.",Entkommt das Virus jetzt der Impfung?,http://www.zeit.de/wissen/gesundheit/2021-01/corona-mutationen-impfung-wirksamkeit-virusvariante-impfstoff
113,BioNTech-Impfstoff könnte auch gegen neue Virusvarianten wirken,2021-01-28T10:40:45Z, neutralisierenden Titer festgestellt – über ähnliche Probleme hatte bereits der Biotechkonzern <em>Moderna</em> bei seinem Covid-19-Impfstoff bei der südafrikanischen Variante berichtet. Bei diesem war in einer Studie zu der,"Muss für die neuen Sars-CoV-2-Varianten ein anderer Impfstoff her? Nein, sagen BioNTech und Pfizer. Ihr Vakzin helfe auch bei den Varianten aus England und Südafrika.",BioNTech-Impfstoff könnte auch gegen neue Virusvarianten wirken,http://www.zeit.de/wissen/gesundheit/2021-01/corona-impfung-biontech-pfizer-impfstoff-mutationen-varianten-wirksamkeit
114,Die Hälfte bleibt im Kühlschrank,2021-01-27T15:55:43Z," es mehrere Bundesländer als Ziel ausgegeben haben – und deshalb Impfstoff horten. Laut den Zulassungsstudien ist es bei den Impfstoffen von BioNTech und <em>Moderna</em> möglich, die zweite Spritze auch nach","Deutschland impft quälend langsam – auch, weil manche Bundesländer große Impfstoffmengen zunächst einlagern. Ist das die richtige Strategie? ",Die Hälfte bleibt im Kühlschrank,http://www.zeit.de/2021/05/impfstrategie-eu-coronavirus-impfstoff-produktion-aufbewahrung
115,Joe Biden will 200 Millionen weitere Impfdosen kaufen,2021-01-27T06:41:00Z,"Der neue US-Präsident Joe Biden will die Impfkampagne in den besonders schwer vom Virus getroffenen USA beschleunigen, indem er 200 Millionen zusätzliche Impfdosen kauft. Die Unternehmen <em>Moderna</em> und",Die EU ringt mit den Herstellern um deren Lieferzusagen – bislang vergebens. Auch der neue US-Präsident will die Impfungen beschleunigen und macht ein großes Versprechen.,Joe Biden will 200 Millionen weitere Impfdosen kaufen,http://www.zeit.de/politik/ausland/2021-01/usa-joe-biden-corona-impfstoffe-aufstockung-moderna-pfizer
116,Europa verliert den Impfwettkampf,2021-01-26T16:53:36Z," ersten Zulassungen von Impfstoffen der Hersteller BioNTech/Pfizer und <em>Moderna</em>, ließ es sich die Kommissionspräsidentin nicht nehmen, auch diesen Fortschritt öffentlich mitzuteilen. Nun soll die EMA","Für die EU-Kommission sind die Mengenreduzierungen der Hersteller ein Desaster, immer lauter wird die Kritik. Die europäische Impfpolitik verspielt ihre Glaubwürdigkeit.",Europa verliert den Impfwettkampf,http://www.zeit.de/politik/ausland/2021-01/eu-kommission-astrazeneca-corona-impfstoff-produktion-engpass
117,Zwei Prozent der Bevölkerung gegen Covid geimpft,2021-01-26T15:40:24Z," BioNTech/Pfizer aus der EU-Bestellung 64 Millionen Dosen sowie über eine eigene ""gesicherte Option"" weitere 30 Millionen. Von <em>Moderna</em> sollen es noch einmal 50,5 Millionen sein. Bestellt hat Deutschland","Die Corona-Immunisierung in Deutschland geht nur langsam voran: 1,6 Millionen Bürger wurden bisher einmal geimpft. Grund sind Lieferengpässe und schlechte Organisation.",Zwei Prozent der Bevölkerung gegen Covid geimpft,http://www.zeit.de/wissen/2021-01/coronavirus-immunisierung-impfstoff-produktion-engpass-logistik
118,AstraZeneca weist Bericht über geringe Wirksamkeit bei Älteren zurück,2021-01-25T23:23:41Z," EU noch nicht zugelassen. Am Freitag könnte die EU-Arzneimittelbehörde Ema aber dem entsprechenden Antrag stattgeben. Es wäre der dritte Impfstoff nach BioNTech/Pfizer und <em>Moderna</em>, der in der EU",Laut einem Bericht ist der Corona-Impfstoff von AstraZeneca bei Senioren weniger wirksam. Die EU verlangt wegen Lieferverzögerungen Einblick in die Firmendaten.,AstraZeneca weist Bericht über geringe Wirksamkeit bei Älteren zurück,http://www.zeit.de/wissen/gesundheit/2021-01/corona-impfstoff-astrazeneca-wirksamkeit-aeltere
119,EU-Staaten weisen auf mögliche Probleme bei Impfstoff hin,2021-02-05T20:03:52Z," Placebo-Probandengruppe.
Im Gegensatz zu den Impfstoffen von BioNTech/Pfizer und von <em>Moderna</em> handelt es sich um einen Vektorimpfstoff, der bei Kühlschranktemperatur transportiert und gelagert werden kann",Vier Regierungschefs haben die EU auf drohende Lieferprobleme beim Impfstoff der US-Firma Johnson & Johnson hingewiesen. Unter anderem drohten Exporthürden.,EU-Staaten weisen auf mögliche Probleme bei Impfstoff hin,http://www.zeit.de/politik/ausland/2021-02/us-pharmakonzern-johnson-johnson-impfstoff-eu
120,"Schleppend, aber nur für den Moment",2021-02-04T04:26:26Z," Sars-CoV-2 enthält, wird in einem Erkältungsvirus in die Zellen des menschlichen Körpers geschleust. Dort wirkt der Impfstoff dann ähnlich wie die mRNA-Impfstoffe von BioNTech/Pfizer oder <em>Moderna</em>: Die",Bis April bleibt es knapp mit den Impfstoffen. Daran kann die Politik nichts ändern. Doch ob Sputnik oder andere Impfungen: Neues aus der Forschung lässt zu Recht hoffen.,"Schleppend, aber nur für den Moment",http://www.zeit.de/wissen/2021-02/corona-impfstoffe-forschung-knappheit-astra-zeneca-moderna-pfizer
121,Wären bloß die Mutanten nicht,2021-02-03T12:54:42Z, BioNTech/Pfizer aus Belgien und 100 Millionen Dosen aus der britischen Produktion von Oxford/AstraZeneca. Das – wie der Impfstoff von BioNTech auf dem mRNA-Verfahren basierende – Präparat von <em>Moderna</em> wurde,In Großbritannien werden Hunderttausende täglich durch die Impfzentren geschleust. Auch der Lockdown wirkt. Doch jetzt gefährden die neuen Virusvarianten den Erfolgsplan.,Wären bloß die Mutanten nicht,http://www.zeit.de/politik/ausland/2021-02/corona-impfungen-grossbritannien-mutation-b-1-1-7-neuinfektionen
122,Bundesregierung geht von breiter Impfstoff-Verfügbarkeit im Herbst aus,2021-02-01T14:41:18Z," Ursula von der Leyen hatte bekannt gemacht, dass Astrazeneca 40 Millionen Dosen liefern will, 9 Millionen mehr als vor zehn Tagen angekündigt. Der Hersteller <em>Moderna</em> bestätigte der dpa ein Liefervolumen","Spätestens im dritten Quartal sollen so viele Vakzine in Deutschland vorhanden sein, dass alle Menschen geimpft werden können. Das geht aus Regierungspapieren hervor.",Bundesregierung geht von breiter Impfstoff-Verfügbarkeit im Herbst aus,http://www.zeit.de/politik/deutschland/2021-02/lieferung-corona-impfstoff-ueberblick-pandemie-krise-impfgipfel
123,Bayer will Impfstoff von CureVac herstellen,2021-02-01T10:27:51Z," Möglichkeiten verfügen, den mRNA-basierten Impfstoff von CureVac herstellen zu können"". Das Präparat wird derzeit noch entwickelt. Es basiert wie die Impfstoffe von BioNTech und <em>Moderna</em> auf sogenannter messenger",CureVac hofft auf eine Marktzulassung seines Impfstoffs im Sommer. Ende des Jahres will der Pharmakonzern Bayer dann die Produktion mit übernehmen.,Bayer will Impfstoff von CureVac herstellen,http://www.zeit.de/wirtschaft/unternehmen/2021-02/pharmakonzerne-corona-impfstoff-bayer-curevac-produktion
124,"Pflegerin übt Kritik, Asklepios zieht vor Gericht",2021-02-01T09:00:03Z,"?"", twitterte Bürgermeister Peter Tschentscher am Samstag. Das Kanzleramt habe ihn gerade darüber informiert, dass auch <em>Moderna</em> die zugesagten Impfstofflieferungen reduzieren würde. Das","Eine Rebellion mit Folgen. Außerdem in der ""Elbvertiefung"": Corona-Impfungen: Die wichtigsten Fragen und Antworten, 135 Neuinfektionen am Sonntag, Inzidenz gesunken","Pflegerin übt Kritik, Asklepios zieht vor Gericht",http://www.zeit.de/hamburg/2021-02/elbvertiefung-01-02-2021
125,Wo bleiben die Ampullen?,2021-02-01T08:32:49Z," es, die Impfdosen von BioNTech/Pfizer und <em>Moderna</em> ausschließlich für die alten Menschen zu reservieren. Am Freitag hatte die EU das AstraZeneca-Mittel als dritten Impfstoff zugelassen. Allerdings","Bei der Terminvergabe für Corona-Impfungen herrscht vielerorts Chaos, dabei liegt das eigentliche Problem ganz woanders. Ein Impfgipfel soll das nun lösen.",Wo bleiben die Ampullen?,http://www.zeit.de/politik/deutschland/2021-01/corona-impfungen-impfgipfel-terminvergabe-coronavirus-information
126,Lieferausfall bei AstraZeneca an EU geringer als erwartet,2021-01-31T23:53:06Z," lieferten bisher BioNTech und Pfizer sowie der US-Hersteller <em>Moderna</em>. Den Impfstoff von AstraZeneca empfiehlt die Ständige Impfkommission in Deutschland nur Erwachsenen im Alter von unter 65 Jahren, anders",Laut EU-Kommission will der Impfstoffhersteller 40 Millionen Impfdosen bis Ende März liefern. Das ist die Hälfte der ursprünglich anvisierten Menge.,Lieferausfall bei AstraZeneca an EU geringer als erwartet,http://www.zeit.de/wissen/gesundheit/2021-01/corona-impfstoff-lieferung-astra-zeneca-eu
127,Was können die Impfstoffe aus Russland und China?,2021-01-31T17:46:56Z," teuren mRNA-Impfstoffe von BioNTech oder <em>Moderna</em> nicht leisten können. Außerdem sind deren Vakzine empfindlich und noch nicht in großer Menge verfügbar. Russland aber kann offenbar liefern.
Aber wie","Auch in Deutschland wird nun über den Einsatz von Sputnik V, CoronaVac und BBIBP-CorV diskutiert. Was über Wirksamkeit und Sicherheit der Corona-Impfstoffe bekannt ist.",Was können die Impfstoffe aus Russland und China?,http://www.zeit.de/wissen/gesundheit/2021-01/corona-impfstoffe-sputnik-v-sinovac-sinopharm-sicherheit-zulassung
128,"""Reiche Länder müssten nicht einmal super großzügig sein""",2021-02-13T16:02:26Z," Herstellerinnen gesichert haben wie <em>Moderna</em> oder BioNTech/Pfizer, die gut zu funktionieren scheinen. Wie bewegt man Länder wie die USA, Kanada oder auch Deutschland, die bereits ein Vielfaches an Impfstoffdosen","Wie können alle Menschen von den Covid-19-Impfstoffen profitieren? Eine Initiative der WHO hat einen Plan. Ihr Architekt Bruce Aylward erklärt, was dafür wichtig ist.","""Reiche Länder müssten nicht einmal super großzügig sein""",http://www.zeit.de/wissen/gesundheit/2021-02/weltgesundheitsorganisation-bruce-aylward-berater-tedros-adhanom-ghebreyesus-impfdosen-patent
129,Es kommt Nachschub,2021-02-10T15:57:25Z," deutschen Hersteller BioNTech oder dem US-Unternehmen <em>Moderna</em>.
Johnson & Johnson hat am vergangenen Donnerstag bei der US-Aufsicht FDA den Antrag auf eine Notzulassung gestellt. Die Behörde will sich Ende",Zwei US-Unternehmen machen Hoffnung auf neue Corona-Impfstoffe – eines von ihnen stand noch vor Kurzem am Abgrund.,Es kommt Nachschub,http://www.zeit.de/2021/07/corona-impfstoff-usa-johnson-and-johnson-novax
130,Flexibel,2021-02-10T15:56:59Z," lasse die Wirkung der Impfung bei den Mutanten etwas nach. Ganz ähnliche Ergebnisse meldete der amerikanische Hersteller <em>Moderna</em>, dessen Vakzine wie die von BioNTech bereits in Europa verabreicht wird","Die Pharmafirmen müssen wegen der neuen Virusvarianten ihre Impfstoffe anpassen. Sie sind zuversichtlich, dass das gelingt – vor allem bei BioNTech und Moderna.",Mit Booster und geändertem Design,http://www.zeit.de/2021/07/corona-impfstoffe-virusvariante-mutation-biontech-astra-zeneca
131,"Die eine Pandemie flaut ab, die nächste kündigt sich an",2021-02-09T06:06:06Z,"., 2021 und Nature Medicine: Xie et al., 2021). Auch erste Erkenntnisse zum <em>Moderna</em>-Impfstoff weisen darauf hin, dass die B.1.1.7-Variante geringen, Varianten mit der E484K-Mutation aber größeren Einfluss","Die neuen Virusvarianten breiten sich in Deutschland aus. Daten lassen erahnen, dass die Infektionszahlen deshalb bald wieder steigen könnten. Kommt nun eine neue Welle?","Die eine Pandemie flaut ab, die nächste kündigt sich an",http://www.zeit.de/wissen/gesundheit/2021-02/corona-varianten-verbreitung-deutschland-mutationen-virus-datenlage
132,EU ordert 300 Millionen weitere Impfdosen von BioNTech/Pfizer,2021-02-08T18:31:39Z," weiterhin nur schleppend an. Obwohl auch die Mittel des US-Konzerns <em>Moderna</em> sowie des britisch-schwedischen Herstellers AstraZeneca mittlerweile eine EU-Zulassung haben, wurden nach Angaben der","Die Kommission hatte es Anfang Januar angekündigt, jetzt hat sie dem Vertrag zugestimmt: BioNTech/Pfizer liefern weitere Dosen. 75 Millionen sollen bis Ende März kommen.",EU ordert 300 Millionen weitere Impfdosen von BioNTech/Pfizer,http://www.zeit.de/politik/ausland/2021-02/eu-ordert-300-millionen-weitere-impfdosen-von-biontech-pfizer
133,"""Selbst bei den Varianten wirkt die Impfung so gut wie vorher erhofft""",2021-02-20T13:28:48Z,", dass wir mittlerweile Daten von <em>Moderna</em> und BioNTech dazu haben müssten, aber die gibt es bisher nicht. Und dann bleibt die Frage, ob Menschen, die sich anstecken, obwohl sie geimpft sind, zumindest","Wie gut wirken die Corona-Impfungen? Natalie Dean ist Expertin für Impfstoffstudien. Sie erklärt, wie die Stoffe angepasst werden und bald die Fallzahlen drücken können.","""Selbst bei den Varianten wirkt die Impfung so gut wie vorher erhofft""",http://www.zeit.de/wissen/gesundheit/2021-02/natalie-dean-biostatistik-coronavirus-impfstoff-statistik-wirkung-immunitaet
134,AstraZeneca verteidigt Impfstoff gegen Kritiker,2021-02-18T19:36:49Z," Vorbehalte, weil seine Wirksamkeit beim Schutz vor einer Corona-Infektion mit rund 70 Prozent angegeben wird – die Produkte von BioNTech/Pfizer und <em>Moderna</em> sollen dagegen einen mehr als 90-prozentigen Schutz",Nach Impfreaktionen wehrt sich AstraZeneca: Sein Corona-Impfstoff sei sicher und effektiv. Vor schweren Verläufen einer Erkrankung schütze das Mittel fast vollständig.,AstraZeneca verteidigt Impfstoff gegen Kritiker,http://www.zeit.de/wissen/gesundheit/2021-02/astrazeneca-corona-impfstoff-wirksamkeit-vollstaendiger-schutz-klaus-hinterding
135,Ein Brutkasten für Europa,2021-02-17T17:25:12Z," bekannt geben konnte: Die EU will weitere 300 Millionen Impfdosen des US-Herstellers <em>Moderna</em> kaufen. Wenige Stunden zuvor hatten außerdem Pfizer und BioNTech verkündet, mit der EU-Kommission einen Deal für","Nicht nur eine wissenschaftliche Offensive zur Pandemiebekämpfung, sondern auch eine politische: Ursula von der Leyen präsentiert die EU-Strategie gegen Virus-Mutationen.",Ein Brutkasten für Europa,http://www.zeit.de/politik/ausland/2021-02/corona-pandemie-eu-mutation-ursula-von-der-leyen
136,Ursula von der Leyen plant EU-Initiative zu Mutanten-Impfstoffen,2021-02-17T07:03:11Z," EU stark beschleunigen: Anders als bei den bisher verfügbaren Impfstoffen von <em>Moderna</em>, BioNTech/Pfizer und AstraZeneca muss der Impfstoff des US-Konzerns nur einmal verabreicht werden.","Corona-Tests sollen auf Mutationen untersucht, angepasste Impfstoffe schneller getestet werden: Die EU-Kommissionspräsidentin will die Pandemiebekämpfung vorantreiben.",Ursula von der Leyen plant EU-Initiative zu Mutanten-Impfstoffen,http://www.zeit.de/wissen/gesundheit/2021-02/coronavirus-impfstoff-mutationen-ursula-von-der-leyen
